Phylum,Common name,Brooders/Spawniers,Family,Taxa,Species, pH.experim ,Perc.Fertilization,Insemination.mins,Fert.success.mins,Sperm.pre-exp-time,egg.pre-exp.time,pH.control,pH.delta,pH.category,Sperm.per.uL,Sperm.per.mL,sperm:egg,n.females,n.males,Other,Data source,Notes/other treat,DOI,Author,Yeear
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7,100,NA,NA,NA,NA,8,-1,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.5,93.1,NA,NA,NA,NA,8,-0.5,0.3 to 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,8,100,NA,NA,NA,NA,8,0,control,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,6,6.2,NA,NA,NA,NA,8,-2,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,6.5,100,NA,NA,NA,NA,8,-1.5,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7,98.7,NA,NA,NA,NA,8,-1,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.5,98,NA,NA,NA,NA,8,-0.5,0.3 to 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,8,94.1,NA,NA,NA,NA,8,0,control,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,8.1,98.7,480,480,NA,NA,8.1,0,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,6 mg/L Exp 1 - parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.7,88.4,480,480,NA,NA,8.1,-0.4,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,6 mg/L Exp 1- parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.3,78.4,480,480,NA,NA,8.1,-0.8,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,6 mg/L Exp 1- parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,8.1,95.4,480,480,NA,NA,8.1,0,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,2 mg/L Exp 1- parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.7,86.8,480,480,NA,NA,8.1,-0.4,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,2 mg/L Exp 1- parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.3,76.7,480,480,NA,NA,8.1,-0.8,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,2 mg/L Exp 1- parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,8.1,97.3,480,480,NA,NA,8.1,0,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,6 mg/L Exp 2- NO parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.7,78.4,480,480,NA,NA,8.1,-0.4,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,6 mg/L Exp 2- NO parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.3,68.3,480,480,NA,NA,8.1,-0.8,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,6 mg/L Exp 2- NO parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,8.1,93.7,480,480,NA,NA,8.1,0,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,2 mg/L Exp 2- NO parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.7,78.2,480,480,NA,NA,8.1,-0.4,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,2 mg/L Exp 2- NO parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Blue mussel,Spawners,Mytilus,mussel,Mytilus edulis,7.3,68.1,480,480,NA,NA,8.1,-0.8,,NA,NA,NA,mass spawn (n=15x3),mass spawn (n=15x3),,Web Plot Digitizer,2 mg/L Exp 2- NO parental exposure,https://doi.org/10.1016/j.marenvres.2019.02.011,Kong,2019
Mollusca,Mediterranean mussel,Spawners,Mytilus,mussel,Mytilus galloprovincialis,7.6,66.5,60,60,10,10,8,-0.4,,300,300000,20, 2 ,32,,Web Plot Digitizer,,https://doi.org/10.3354/meps11944,Eads,2016
Mollusca,Mediterranean mussel,Spawners,Mytilus,mussel,Mytilus galloprovincialis,7.8,68,60,60,10,10,8,-0.2,,300,300000,20, 2 ,32,,Web Plot Digitizer,,https://doi.org/10.3354/meps11944,Eads,2016
Mollusca,Mediterranean mussel,Spawners,Mytilus,mussel,Mytilus galloprovincialis,8,69.7,60,60,10,10,8,0,,300,300000,20, 2 ,32,,Web Plot Digitizer,,https://doi.org/10.3354/meps11944,Eads,2016
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.8,47.2,60,60,60,0,8.07,-0.27,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.8,40.9,60,60,0,60,8.07,-0.67,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.8,28.2,60,60,60,60,8.07,-0.27,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.4,28.5,60,60,60,0,8.07,-0.67,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.4,25.5,60,60,0,60,8.07,-0.67,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.4,19,60,60,60,60,8.07,-0.67,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.8,46.3,60,60,60,0,8.07,-0.27,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.8,51.5,60,60,0,60,8.07,-0.27,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.8,33.3,60,60,60,60,8.07,-0.27,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.4,27.8,60,60,60,0,8.07,-0.67,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.4,26.8,60,60,0,60,8.07,-0.67,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.4,17.8,60,60,60,60,8.07,-0.67,,NA,NA,10,11,11,,Web Plot Digitizer,,https://doi.org/10.1080/00288330.2017.1296006,Shi-A,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.78,71,30,30,60,60,8.11,-0.33,0.3 to 0.5,NA,NA,10,3,3,,Text,,https://doi.org/10.1016/j.marenvres.2017.07.016,Shi-B,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,7.38,59,30,30,60,60,8.11,-0.73,> 0.5,NA,NA,10,3,3,,Text,,https://doi.org/10.1016/j.marenvres.2017.07.016,Shi-B,2017
Mollusca,Blood clam,Spawners,Tegillarca,clam,Tegillarca granosa,8.11,83,30,30,60,60,8.11,0,control,NA,NA,10,3,3,,Text,,https://doi.org/10.1016/j.marenvres.2017.07.016,Shi-B,2017
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,6,0,NA,NA,NA,NA,8,-2,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,6.5,59.7,NA,NA,NA,NA,8,-1.5,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,7,74.8,NA,NA,NA,NA,8,-1,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,7.5,89.1,NA,NA,NA,NA,8,-0.5,0.3 to 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,8,86.6,NA,NA,NA,NA,8,0,control,NA,NA,NA,NA,NA,,Web Plot Digitizer,No metal toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,6,0.6,NA,NA,NA,NA,8,-2,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,6.5,4.9,NA,NA,NA,NA,8,-1.5,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,7,7.4,NA,NA,NA,NA,8,-1,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,7.5,10,NA,NA,NA,NA,8,-0.5,0.3 to 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,8,9.1,NA,NA,NA,NA,8,0,control,NA,NA,NA,NA,NA,,Web Plot Digitizer,Medium toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,6,0,NA,NA,NA,NA,8,-2,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,6.5,19.6,NA,NA,NA,NA,8,-1.5,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,7,27.5,NA,NA,NA,NA,8,-1,> 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,7.5,40.2,NA,NA,NA,NA,8,-0.5,0.3 to 0.5,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
Echinodermata,Purple sea urchin,Spawners,Paracentrotus,urchin,Paracentrotus lividus,8,37.8,NA,NA,NA,NA,8,0,control,NA,NA,NA,NA,NA,,Web Plot Digitizer,High toxin,https://doi.org/10.1007/s11356-016-6611-7,Riba,2016
